x,y,role,token
-176.15469360351562,27.75836753845215,func,func
-34.35226821899414,87.2087631225586,identifier,New
-62.01490783691406,0.8831713795661926,(,(
-28.135360717773438,128.89306640625,identifier,opts
-38.32822036743164,81.29646301269531,identifier,Options
-120.42501831054688,-87.22879791259766,),)
-119.98768615722656,-62.12840270996094,(,(
-29.15631103515625,65.3985366821289,identifier,genny
97.02320861816406,51.9582633972168,.,.
-44.29705810546875,81.6626968383789,identifier,Generator
-112.2645263671875,4.828471660614014,",",","
-112.53783416748047,26.841815948486328,identifier,error
-109.36643981933594,-101.02620697021484,),)
-68.94026947021484,-122.36505889892578,{,{
-9.387364387512207,130.1796112060547,identifier,g
-172.05760192871094,-34.03466033935547,:=,:=
-28.33768653869629,65.15929412841797,identifier,genny
81.44387817382812,34.53286361694336,.,.
10.438128471374512,56.09642028808594,identifier,New
18.71882438659668,0.19887971878051758,(,(
19.134803771972656,-144.31288146972656,),)
-2.940173387527466,-79.53409576416016,if,if
-50.06720733642578,169.43772888183594,identifier,err
-165.48583984375,-23.336463928222656,:=,:=
-1.3443011045455933,120.13513946533203,identifier,opts
84.14369201660156,27.879676818847656,.,.
-20.404705047607422,85.01263427734375,identifier,Validate
19.245628356933594,-1.175187349319458,(,(
28.4007625579834,-130.08416748046875,),)
-43.6398811340332,177.3303680419922,identifier,err
63.92381286621094,-71.23161315917969,!=,!=
-50.721797943115234,-148.13795471191406,{,{
142.4301300048828,-73.83616638183594,return,return
29.715103149414062,132.3863067626953,identifier,g
122.90789031982422,-34.83900833129883,",",","
-40.292320251464844,167.94003295898438,identifier,err
4.7713446617126465,-188.81126403808594,},}
29.556217193603516,134.1876983642578,identifier,g
78.11470031738281,25.822721481323242,.,.
-5.066120147705078,80.13018798828125,identifier,Box
5.533656597137451,-12.825807571411133,(,(
-10.835916519165039,67.68411254882812,identifier,packr
77.91148376464844,34.10681915283203,.,.
11.410606384277344,56.44895935058594,identifier,New
13.369309425354004,-22.07994270324707,(,(
191.0435791015625,-11.498818397521973,"""",""""
201.7954559326172,-22.232118606567383,"""",""""
-51.53815841674805,-46.409725189208984,",",","
192.44784545898438,-9.139266967773438,"""",""""
202.39889526367188,-21.618915557861328,"""",""""
38.145172119140625,-125.83429718017578,),)
28.720582962036133,-146.05076599121094,),)
