x,y,role,token
4.981724262237549,-150.95559692382812,function,function
-54.63759994506836,-11.721847534179688,identifier,findIndex
-10.153023719787598,-82.78296661376953,(,(
-66.37743377685547,-28.71399688720703,identifier,predicate
141.03175354003906,20.201068878173828,",",","
-68.78343200683594,-41.30560302734375,identifier,context
51.727848052978516,-114.02172088623047,),)
74.48500061035156,-145.0160675048828,{,{
208.61404418945312,-8.512384414672852,if,if
35.91706466674805,-62.1001091003418,(,(
127.3132553100586,-86.87165832519531,),)
128.7043914794922,-93.17018127441406,{,{
-34.25656509399414,-25.85997200012207,identifier,TypeError
17.697795867919922,-8.429919242858887,(,(
47.804134368896484,90.3960952758789,),)
132.78457641601562,110.00927734375,},}
199.6898956298828,-0.8393874764442444,if,if
34.71236038208008,-60.10584259033203,(,(
-66.36285400390625,-28.701099395751953,identifier,predicate
129.93795776367188,-86.3883285522461,),)
128.9400634765625,-94.8796615600586,{,{
-34.01200485229492,-24.861095428466797,identifier,TypeError
18.647159576416016,-8.957074165344238,(,(
48.85676193237305,90.61251831054688,),)
132.54627990722656,110.94029998779297,},}
-83.62071990966797,16.988237380981445,identifier,list
76.32676696777344,-25.305578231811523,=,=
-37.70048141479492,33.79657745361328,identifier,Object
-14.596267700195312,-21.43733024597168,(,(
39.87525939941406,62.858009338378906,),)
-124.67876434326172,63.749061584472656,identifier,length
68.007568359375,-33.0263557434082,=,=
-83.6828384399414,17.322519302368164,identifier,list
-14.82670783996582,96.2830810546875,.,.
-125.2445068359375,67.6387710571289,identifier,length
184.68775939941406,-20.185306549072266,for,for
180.13876342773438,-22.83772850036621,(,(
-163.91090393066406,11.462478637695312,identifier,i
62.37782669067383,-45.99385070800781,=,=
-168.44859313964844,4.534554481506348,identifier,i
58.88591003417969,-52.86429214477539,<,<
-125.60606384277344,64.48502349853516,identifier,length
-169.0416259765625,3.9731740951538086,identifier,i
98.16120147705078,-93.35645294189453,),)
100.42622375488281,-98.50391387939453,{,{
207.388427734375,8.07429313659668,if,if
24.768775939941406,-74.93754577636719,(,(
-66.36255645751953,-28.706602096557617,identifier,predicate
-24.35028839111328,94.95764923095703,.,.
-13.771577835083008,-4.125284671783447,identifier,call
-7.182891845703125,-6.4235758781433105,(,(
-68.77783203125,-41.2965202331543,identifier,context
107.90094757080078,28.787385940551758,",",","
-83.92464447021484,17.577478408813477,identifier,list
-161.1617889404297,-0.9477165937423706,identifier,i
107.01757049560547,37.72874450683594,",",","
-162.65921020507812,2.2970619201660156,identifier,i
110.3863525390625,39.56499099731445,",",","
-84.16229248046875,17.808364868164062,identifier,list
41.78083419799805,78.18072509765625,),)
135.5111083984375,-79.60342407226562,),)
129.00308227539062,-107.03562927246094,{,{
-64.04174041748047,-147.28341674804688,return,return
-162.6959228515625,3.0736756324768066,identifier,i
120.4674072265625,109.22276306152344,},}
118.69290161132812,101.54241943359375,},}
-59.640663146972656,-146.5193328857422,return,return
70.04901123046875,157.78538513183594,},}
5.279345512390137,-147.35003662109375,function,function
-62.56199645996094,-12.985251426696777,identifier,compileSass
-11.07562255859375,-81.37387084960938,(,(
-97.41983795166016,-21.446002960205078,identifier,_path
135.31166076660156,23.113866806030273,",",","
-42.01570129394531,42.396026611328125,identifier,ext
138.38623046875,27.646814346313477,",",","
-79.92146301269531,-35.79018783569336,identifier,data
139.0802459716797,28.56490135192871,",",","
-56.342647552490234,-50.985198974609375,identifier,callback
50.228389739990234,-120.12216186523438,),)
79.36245727539062,-144.306884765625,{,{
-64.570068359375,-14.72164535522461,identifier,compiledCss
75.97466278076172,-26.7017765045166,=,=
-62.85356903076172,-13.141382217407227,identifier,sass
-40.48921585083008,93.17414855957031,.,.
-50.53777313232422,-11.495418548583984,identifier,renderSync
-3.6582233905792236,-17.874319076538086,(,(
119.80841827392578,-28.561935424804688,{,{
-80.82627868652344,-34.896793365478516,identifier,data
-80.53211212158203,-34.77973937988281,identifier,data
129.0118408203125,41.82224655151367,",",","
-67.69904327392578,4.599911212921143,identifier,outputStyle
130.1754150390625,42.334259033203125,",",","
-60.67729187011719,-3.289409637451172,identifier,importer
5.796287536621094,-120.34273529052734,function,function
-3.8980679512023926,-106.09819793701172,(,(
-112.67420959472656,-2.131432294845581,identifier,url
130.6009063720703,22.64763069152832,",",","
-94.03319549560547,20.552387237548828,identifier,prev
130.51712036132812,22.722213745117188,",",","
-54.80396270751953,-49.48160171508789,identifier,done
64.97364807128906,-112.59408569335938,),)
83.6545181274414,-129.40460205078125,{,{
209.36793518066406,2.5415096282958984,if,if
27.07876968383789,-68.90242004394531,(,(
-112.98493194580078,-1.8970330953598022,identifier,url
-8.908794403076172,97.3130111694336,.,.
-0.6901570558547974,-0.03204473853111267,identifier,startsWith
-0.5106097459793091,-0.46381473541259766,(,(
29.734527587890625,76.17188262939453,),)
132.4737091064453,-80.35447692871094,),)
122.3676986694336,-101.85616302490234,{,{
-107.58078002929688,13.84634017944336,identifier,newUrl
66.40475463867188,-26.121673583984375,=,=
-50.22679901123047,70.59784698486328,identifier,path
-47.22789001464844,76.20030975341797,.,.
12.679486274719238,10.955705642700195,identifier,join
10.781702041625977,8.996857643127441,(,(
-57.07831954956055,17.422224044799805,identifier,__dirname
99.193359375,39.69480895996094,",",","
101.02204132080078,43.226417541503906,",",","
-113.00076293945312,-1.8239020109176636,identifier,url
-8.765317916870117,97.23365020751953,.,.
-6.776453495025635,15.487398147583008,identifier,substr
0.1701398342847824,10.089373588562012,(,(
34.853572845458984,83.73072052001953,),)
45.98740768432617,83.01517486572266,),)
-67.72615051269531,-143.07635498046875,return,return
117.5735855102539,-31.1649227142334,{,{
-107.25445556640625,-11.120153427124023,identifier,file
-108.02696228027344,12.252933502197266,identifier,newUrl
95.43443298339844,91.25657653808594,},}
129.4851837158203,101.60873413085938,},}
139.58090209960938,91.1214828491211,else,else
120.67604064941406,-114.50241088867188,{,{
-67.6810531616211,-143.12559509277344,return,return
117.66436004638672,-31.299205780029297,{,{
-107.26148986816406,-11.121588706970215,identifier,file
-112.78258514404297,-1.7565851211547852,identifier,url
95.2439956665039,91.39264678955078,},}
117.81124114990234,111.57809448242188,},}
113.39705657958984,98.17970275878906,},}
107.87297821044922,95.99667358398438,},}
62.261390686035156,88.55900573730469,),)
-56.07194519042969,-53.83810806274414,identifier,callback
17.17069435119629,-24.98458480834961,(,(
112.56602478027344,26.7158145904541,",",","
-64.63794708251953,-14.830613136291504,identifier,compiledCss
-30.244413375854492,104.69693756103516,.,.
-64.70059967041016,-15.364588737487793,identifier,css
52.420963287353516,77.29369354248047,),)
70.67879486083984,161.8997344970703,},}
0.6029520630836487,-151.00360107421875,function,function
-64.80220794677734,2.0659525394439697,identifier,AlgoliaSearchHelper
-15.906030654907227,-87.79686737060547,(,(
-96.94778442382812,-34.78335952758789,identifier,client
135.20828247070312,20.457664489746094,",",","
-145.8421173095703,-18.609867095947266,identifier,index
138.82049560546875,27.297119140625,",",","
-125.80604553222656,-70.395751953125,identifier,options
50.80912780761719,-110.84405517578125,),)
76.98709106445312,-147.02755737304688,{,{
207.2567596435547,-6.916264533996582,if,if
34.30357360839844,-64.18206787109375,(,(
-97.67628479003906,-34.742591857910156,identifier,client
-38.27933883666992,104.94847106933594,.,.
-64.72418212890625,2.772700071334839,identifier,addAlgoliaAgent
83.66511535644531,-68.31194305419922,&&,&&
-61.0074577331543,1.1564759016036987,identifier,doesClientAgentContainsHelper
0.15281234681606293,-28.84758186340332,(,(
-97.46435546875,-34.39689636230469,identifier,client
33.9368782043457,72.07621765136719,),)
128.73281860351562,-83.98312377929688,),)
125.30940246582031,-96.16887664794922,{,{
-97.85667419433594,-34.82455825805664,identifier,client
-39.402034759521484,104.75358581542969,.,.
-64.7923812866211,2.7911431789398193,identifier,addAlgoliaAgent
8.303112983703613,-9.967414855957031,(,(
1.0676685571670532,45.20702362060547,+,+
-90.20338439941406,-18.656099319458008,identifier,version
-5.015971660614014,57.57966613769531,+,+
48.773414611816406,88.40534973144531,),)
134.04608154296875,111.33799743652344,},}
-54.94450759887695,109.68370056152344,.,.
-46.05267333984375,-2.609698534011841,identifier,setClient
5.011251926422119,-12.52605152130127,(,(
-97.23609161376953,-34.221073150634766,identifier,client
45.746055603027344,68.76050567626953,),)
-128.92262268066406,-68.21700286865234,identifier,opts
80.26654052734375,-37.948448181152344,=,=
-122.67333221435547,-67.20856475830078,identifier,options
86.55741882324219,-52.544654846191406,||,||
117.04646301269531,-21.928264617919922,{,{
115.86487579345703,-16.776369094848633,},}
-128.98524475097656,-66.99044799804688,identifier,opts
-40.9283447265625,126.86425018310547,.,.
-144.20213317871094,-18.4890193939209,identifier,index
65.2359619140625,-8.91441535949707,=,=
-144.10171508789062,-18.167919158935547,identifier,index
-57.39793014526367,118.86027526855469,.,.
-87.48892211914062,33.21287536621094,identifier,state
65.52375793457031,-6.520739555358887,=,=
-65.02460479736328,0.6869028210639954,identifier,SearchParameters
-34.23143768310547,90.45038604736328,.,.
-42.69822311401367,1.2042229175567627,identifier,make
-8.27784252166748,-22.994178771972656,(,(
-129.733642578125,-67.6246109008789,identifier,opts
45.016693115234375,73.08438110351562,),)
-57.43825912475586,118.27582550048828,.,.
-62.79704284667969,13.61197280883789,identifier,lastResults
68.24835205078125,-4.646509170532227,=,=
-60.25032043457031,115.01568603515625,.,.
-63.903076171875,11.847790718078613,identifier,_queryId
67.65105438232422,-4.031675815582275,=,=
-60.434791564941406,114.3752212524414,.,.
-63.219600677490234,11.90471076965332,identifier,_lastQueryIdReceived
68.28926086425781,-3.3805389404296875,=,=
-58.589237213134766,116.71314239501953,.,.
-63.04410934448242,15.933347702026367,identifier,derivedHelpers
70.14803314208984,-4.881216049194336,=,=
-60.707855224609375,113.81320190429688,.,.
-62.893280029296875,12.376487731933594,identifier,_currentNbQueries
68.37749481201172,-3.042349100112915,=,=
71.6275405883789,163.9169464111328,},}
2.711721181869507,-150.3453826904297,function,function
-57.17344665527344,-11.016256332397461,identifier,uniqGrant
-12.246085166931152,-83.85234832763672,(,(
-118.79657745361328,-20.146543502807617,identifier,str
56.7852783203125,-114.18345642089844,),)
73.60041809082031,-141.98265075683594,{,{
-123.78690338134766,-19.884140014648438,identifier,arr
80.25225067138672,-29.0445556640625,=,=
-118.77455139160156,-21.214799880981445,identifier,str
-9.93258285522461,100.30767059326172,.,.
1.2350995540618896,20.25691795349121,identifier,split
2.941312551498413,16.803579330444336,(,(
31.97029685974121,64.71841430664062,),)
-80.65904235839844,4.0030083656311035,identifier,exist
82.07843780517578,-24.05628204345703,=,=
115.90674591064453,-25.474475860595703,{,{
114.27944946289062,-15.556218147277832,},}
-161.90676879882812,9.339308738708496,identifier,i
149.7167510986328,36.57471466064453,",",","
-116.61495208740234,3.256686210632324,identifier,item
182.46759033203125,-20.780290603637695,for,for
177.78573608398438,-22.170984268188477,(,(
-167.57350158691406,9.254450798034668,identifier,i
62.49555206298828,-43.8992919921875,=,=
-169.01287841796875,6.7544941902160645,identifier,i
57.331871032714844,-51.18949890136719,<,<
-125.16045379638672,-20.65179443359375,identifier,arr
-15.898702621459961,94.79948425292969,.,.
-126.40875244140625,69.7376708984375,identifier,length
96.46897888183594,-94.86412048339844,),)
102.46031951904297,-97.51107025146484,{,{
-116.30281829833984,1.3018966913223267,identifier,item
68.7996826171875,-24.00276756286621,=,=
-125.48748016357422,-21.184242248535156,identifier,arr
-162.3360595703125,-3.201046943664551,identifier,i
-4.981464862823486,97.64363098144531,.,.
21.603525161743164,45.16329574584961,identifier,trim
22.497398376464844,45.28386306762695,(,(
31.739391326904297,56.001136779785156,),)
206.8242645263672,2.7490391731262207,if,if
25.91375732421875,-68.08029174804688,(,(
-80.61823272705078,4.051589488983154,identifier,exist
-119.07445526123047,2.8638916015625,identifier,item
126.98834228515625,-75.92585754394531,),)
125.96768951416016,-101.39815521240234,{,{
-126.39622497558594,-21.335350036621094,identifier,arr
-15.390976905822754,89.73927307128906,.,.
-8.060730934143066,7.87917423248291,identifier,splice
-1.9178285598754883,5.7726945877075195,(,(
-161.96974182128906,1.482932448387146,identifier,i
98.14876556396484,35.85860824584961,",",","
48.015655517578125,80.1761703491211,),)
131.97195434570312,102.89248657226562,},}
140.60400390625,89.73068237304688,else,else
120.39192962646484,-113.2017593383789,{,{
-80.60953521728516,4.055261611938477,identifier,exist
-119.02320861816406,2.8032479286193848,identifier,item
59.0013427734375,-7.199854850769043,=,=
-126.46790313720703,-21.530136108398438,identifier,arr
-160.10984802246094,0.16975799202919006,identifier,i
61.09857940673828,-9.20555591583252,=,=
-118.5636215209961,1.5411295890808105,identifier,item
-163.7852020263672,4.062458515167236,identifier,i
117.81419372558594,106.90234375,},}
118.88919830322266,99.34850311279297,},}
-61.993492126464844,-142.95135498046875,return,return
-126.11687469482422,-20.671964645385742,identifier,arr
-14.231804847717285,90.23068237304688,.,.
10.358478546142578,17.015949249267578,identifier,join
6.22713041305542,13.164047241210938,(,(
38.499061584472656,87.6904067993164,),)
71.66532135009766,159.98818969726562,},}
3.470104217529297,-151.15391540527344,function,function
-57.48260498046875,-6.346375465393066,identifier,isDeeplyNestedGeneric
-7.6210737228393555,-80.85301971435547,(,(
-90.17280578613281,-26.05044174194336,identifier,type
136.6650848388672,23.000144958496094,",",","
-72.01800537109375,-21.866342544555664,identifier,stack
140.9781036376953,26.800710678100586,",",","
-86.021484375,14.126479148864746,identifier,depth
51.45888900756836,-117.6697769165039,),)
78.02083587646484,-145.80752563476562,{,{
205.91929626464844,-7.188683032989502,if,if
