language,model,layer_index,layer_number_one_based,graph,head_index,head_number_one_based,fscore,precision,recall
java,codet5p_220,0,1,ast,7,8,0.36065408305455404,0.4514890200987994,0.3088779532270442
java,codet5p_220,0,1,dfg,4,5,0.062046419754024536,0.04918306456200817,0.25496786283374945
java,codet5p_220,1,2,ast,7,8,0.36063435930220156,0.449468445800179,0.31100995038597284
java,codet5p_220,1,2,dfg,4,5,0.1237433452954691,0.07200342135282861,0.687754866057586
java,codet5p_220,2,3,ast,7,8,0.29328880780272776,0.465603635827695,0.21811608679990804
java,codet5p_220,2,3,dfg,0,1,0.15753628089063762,0.10868256760383455,0.48441742363507195
java,codet5p_220,3,4,ast,7,8,0.33913466857543456,0.42806195036443684,0.28857822990485743
java,codet5p_220,3,4,dfg,8,9,0.08182148069518685,0.053768234164234714,0.30497918424855214
java,codet5p_220,4,5,ast,2,3,0.28873744111954536,0.4026215206212722,0.23573867518945307
java,codet5p_220,4,5,dfg,4,5,0.1611408371859683,0.11208125415112549,0.4894753223350592
java,codet5p_220,5,6,ast,7,8,0.30562556443287264,0.5561610666155158,0.21453830848442063
java,codet5p_220,5,6,dfg,0,1,0.1604818391891226,0.11714575137705042,0.34893492804652854
java,codet5p_220,6,7,ast,7,8,0.294406633232537,0.49352019183765,0.21310662615502932
java,codet5p_220,6,7,dfg,0,1,0.10928807078209614,0.0609169193987131,0.6659412790043816
java,codet5p_220,7,8,ast,7,8,0.3535285507098067,0.531579126835844,0.26944215579086855
java,codet5p_220,7,8,dfg,0,1,0.0587271993464843,0.031899737934396634,0.5567958191124358
java,codet5p_220,8,9,ast,7,8,0.3045473866014208,0.5218569612831989,0.21805119046925356
java,codet5p_220,8,9,dfg,5,6,0.10163392099608412,0.05589417976043249,0.7140201766834949
java,codet5p_220,9,10,ast,7,8,0.2951644421200006,0.49510163236413457,0.21491127311796807
java,codet5p_220,9,10,dfg,5,6,0.10525218144408308,0.058221462435222596,0.6998815686625858
java,codet5p_220,10,11,ast,7,8,0.34658336901426656,0.5230158337709376,0.26454994409516097
java,codet5p_220,10,11,dfg,2,3,0.12657683608061768,0.07861638340173437,0.4065587856829868
java,codet5p_220,11,12,ast,7,8,0.3530126786130585,0.42500663712987496,0.31049132061864165
java,codet5p_220,11,12,dfg,10,11,0.05697654245527245,0.03123278791214263,0.45442598834117454
