x,y,role,token
-2.779613494873047,19.792343139648438,declaration,func
27.996732711791992,-32.99925994873047,identifier,Open
-0.32948413491249084,21.828035354614258,delimiter,(
22.976966857910156,25.628536224365234,identifier,url
19.501346588134766,26.90854263305664,identifier,string
1.2442810535430908,23.292367935180664,delimiter,","
-3.306591272354126,-78.91619873046875,identifier,c
4.844151973724365,24.567047119140625,other,*
9.15070915222168,-43.83028030395508,identifier,Config
-10.335460662841797,27.498859405517578,delimiter,)
-12.735987663269043,25.300443649291992,delimiter,(
21.133541107177734,-37.452510833740234,identifier,io
20.97825050354004,-31.616392135620117,delimiter,.
21.338668823242188,-34.71802520751953,identifier,ReadCloser
-21.698461532592773,23.707767486572266,delimiter,","
-19.700759887695312,20.864946365356445,identifier,error
-9.835226058959961,29.591629028320312,delimiter,)
-7.783086776733398,31.514989852905273,delimiter,{
-26.771352767944336,-1.2736866474151611,control_flow,if
-0.01882987655699253,-82.15941619873047,identifier,c
21.755083084106445,48.69550323486328,logical_comparison,==
-76.0870590209961,12.805022239685059,literal,nil
-47.6358528137207,10.24575138092041,delimiter,{
-1.964497685432434,-81.68340301513672,identifier,c
31.786367416381836,40.86813735961914,assignment_operator,=
7.211847305297852,-45.17000961303711,identifier,DefaultConfig
-32.94223403930664,55.71430587768555,delimiter,}
19.15693473815918,-68.55254364013672,identifier,r
-42.107120513916016,-22.201683044433594,delimiter,","
-44.405235290527344,-24.627628326416016,identifier,_
39.86238479614258,-31.101051330566406,assignment_operator,:=
32.54681396484375,-58.40306854248047,identifier,http
22.819717407226562,-27.995197296142578,delimiter,.
26.231958389282227,-28.984588623046875,identifier,NewRequest
10.969086647033691,4.410928249359131,delimiter,(
52.90702819824219,27.25302505493164,other,""""
55.35027313232422,29.303871154785156,other,""""
11.184592247009277,11.743767738342285,delimiter,","
24.762367248535156,24.805431365966797,identifier,url
10.171127319335938,13.457856178283691,delimiter,","
-74.27958679199219,16.439735412597656,literal,nil
-13.496869087219238,44.261016845703125,delimiter,)
17.164642333984375,-69.03549194335938,identifier,r
18.726985931396484,-12.701093673706055,delimiter,.
25.05879783630371,-10.564273834228516,identifier,Header
19.300687789916992,-10.610403060913086,delimiter,.
